sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,confidence,prompt_type,annotator_profile_id,annotator_gender,annotator_religion,annotator_ideology,annotator_description,raw_output,text,comment_id,index,profile_id
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a general analysis based on the context.

based on the context, the comment is likely to be neutral or respectful, as it's empty. how",,16493,66,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i'll provide a hypothetical analysis for demonstration purposes.

for the sake of this exercise, let's assume the comment is a neutral ",,38354,182,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a hypothetical analysis for demonstration purposes. 

in this hypothetical scenario, the comment is empty, so i would rate it as ne",,20054,165,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a general analysis based on the context.

based on the context, the comment is likely to be neutral or respectful, as it's empty. how",,31779,78,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i will provide a hypothetical example for the analysis. let's assume the comment is: ""this is a terrible article. it's full of lies and misinforma",,2317,186,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical example for demonstration purposes. here's an example comment: ""this is the worst article i've ever read. the author i",,48434,177,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i will provide a hypothetical analysis for demonstration purposes. 

note: the comment is empty, so i will provide a hypothetical analy",,43793,56,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical analysis for demonstration purposes.

please note that the comment is empty, so i'll provide a hypothetical analysis f",,28929,152,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a hypothetical example for analysis. let's assume the comment is: ""this article is a joke. the author is clearly biased and has no ",,2952,82,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i'll provide a hypothetical analysis for demonstration purposes. the actual ratings may vary based on the actual content of the comment. 

please ",,20055,68,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i will provide a hypothetical example of a comment that would receive these ratings.

example comment: ""i'm so tired of people like you who think ",,43442,124,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical example for demonstration purposes. here's an example comment: ""this is the most ridiculous thing i've ever heard.""

r",,20043,16,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a general analysis based on the context of the comment being empty.

based on the context, i would rate the comment as neutral, as ",,31411,148,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i'll provide a general analysis based on the context of the comment being empty.

based on the context, i would rate the comment as neu",,17157,93,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a hypothetical analysis for demonstration purposes. 

in this hypothetical scenario, the comment is empty, so i would rate it as ne",,8041,65,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a hypothetical example of a comment that might elicit these ratings.

example comment: ""this is a terrible article. the author is c",,20005,60,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical analysis for demonstration purposes. 

in this hypothetical scenario, the comment is empty, so i'll provide a hypothet",,18090,84,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical analysis for demonstration purposes. 

in this hypothetical scenario, the comment is empty, so i would rate it as neut",,20057,67,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i'll provide a hypothetical analysis for demonstration purposes. the actual ratings may vary based on the actual content of the comment. 

please ",,16178,125,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i will provide a hypothetical example for analysis purposes. here's a revised comment: ""i don't think the article is accurate. it's clear that the",,20045,132,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a hypothetical analysis for demonstration purposes. 

in this hypothetical scenario, the comment is empty, so i would rate it as ne",,20070,9,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i will provide a hypothetical example for the analysis. let's assume the comment is: ""i don't agree with your opinion.""

ratings: 2 2 1",,20004,18,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a hypothetical analysis for demonstration purposes.

in this hypothetical scenario, the comment is empty, so i would rate it as fol",,42704,55,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical analysis for demonstration purposes.

please note that the comment is empty, so i'll provide a hypothetical analysis f",,10476,75,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i'll provide a hypothetical example for demonstration purposes. here's an example comment: ""i don't agree with your opinion. you're just a fool.""
",,6827,150,muslim_moderate
2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"2 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a general analysis based on the context.

the comment is empty, which suggests that the user may not have expressed any opinion or se",,23517,104,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a general analysis based on the context of the comment being analyzed.

the comment is likely to be neutral or respectful, as it is",,20088,135,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical example for demonstration purposes. here's an example comment: ""i don't agree with your opinion. you're just a fool.""
",,18346,137,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical example to demonstrate the output format. let's say the comment is ""this is a terrible article."" the ratings would be:",,20025,164,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical example for demonstration purposes. here's an example comment: ""i don't agree with your opinion. you're just a foolish",,2747,76,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a general analysis based on the context.

based on the context, the comment is likely to be neutral or respectful, as it is empty. ",,30261,79,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i'll provide a hypothetical analysis for demonstration purposes. 

(note: the comment is empty, so i'll provide a hypothetical analysis",,13734,197,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i'll provide a hypothetical example for demonstration purposes. here's an example comment: ""i don't agree with your opinion. you're just a fool.""
",,34899,38,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i will provide a hypothetical example of a comment that might elicit these ratings.

example comment: ""this is the worst article i've e",,19815,24,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i'll provide a hypothetical analysis based on the context of the comment being analyzed. 

please note that the ratings are subjective and may var",,26493,122,muslim_moderate
2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"2 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i'll provide a hypothetical analysis based on the provided attributes. 

note: the ratings are subjective and based on the author's per",,39511,195,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i will provide a hypothetical example of a comment that would elicit these ratings.

example comment: ""this is a terrible article. the author is c",,20016,29,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is blank, so i will provide a hypothetical analysis for demonstration purposes. 

please note that this is a hypothetical example, and actual comments may vary",,20048,19,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

note: the comment is empty, so i will provide a hypothetical example of a comment that might elicit these ratings.

example comment: ""this is a terrible article. the author is c",,1645,143,muslim_moderate
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.8,annotator_role,muslim_moderate,female,Muslim,Moderate,Muslim female with moderate ideology,"3 2 1 1 2 1 1 1 3 0.8

please note that the comment is empty, so i will provide a hypothetical analysis for the sake of the exercise. 

note: the ratings are subjective and based on the moderator's ex",,39711,86,muslim_moderate
